Company name,Street address,City,State,Zip,County,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Web Address,Contact Email,Headquarters,Year Founded,Services Offered,Firm Characteristics,Ownership Type,Employees Local,Employees Statewide,Employees Worldwide,Universal Employees,Revenue volume 2021 Companywide,Revenue volume 2020,Universal Revenue,Leadership Executive(s)First name,Leadership Executive(s)Middle Name,Leadership Executive(s)Last name,Leadership Executive(s)Suffix,Leadership Executive(s)Title,Leadership Executive(s)Email,Leadership Executive(s)Phone,Footnotes
Untracht Early,"325 Columbia Turnpike, Suite 202",Florham Park,New Jersey,07932,Morris,,,,,(973) 408-6700,www.untracht.com,info@untracht.com,,1993,"Accounting firm providing tax, accounting, audit, family office, and advisory services",,Private,,155,,,33381315.77,32804491,,Tracey,B.,Early,,Managing Principal,tearly@untracht.com,,"Company name: On Aug. 1, 2022, Citrin Cooperman announced the acquisition of Untracht Early; its 150 partners and staff are now part of Citrin Cooperman's team."
URB'N Dispensary,378 South St.,Newark,New Jersey,07105,Essex,,,,,(973) 200-0618,urbndispensary.com,,,,,,,,,,,,,,,,,,,,,
Urban Engineers Inc.,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,Camden,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,(856) 663-5550,www.urbanengineers.com,mjmcatee@urbanengineers.com,Philadelphia,1960,"Urban Engineers is a multidisciplinary planning, design, environmental, and construction support services consulting firm.",,Private,,51,,422,78100000,3900000,94329000,Gary,T.,Etter,,"Vice President, Regional Manager",gtetter@urbanengineers.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Urban Engineers Inc.,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,Camden,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,(856) 663-5550,www.urbanengineers.com,mjmcatee@urbanengineers.com,Philadelphia,1960,"Urban Engineers is a multidisciplinary planning, design, environmental, and construction support services consulting firm.",,Private,,51,,422,78100000,3900000,94329000,William,P.,McGarrigel,,"Vice President, Market Leader - Surface Transportation",wpmcgarrigel@urbanengineers.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Urban Engineers Inc.,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,Camden,"220 Lake Drive E., Suite 300",Cherry Hill,New Jersey,08002,(856) 663-5550,www.urbanengineers.com,mjmcatee@urbanengineers.com,Philadelphia,1960,"Urban Engineers is a multidisciplinary planning, design, environmental, and construction support services consulting firm.",,Private,,51,,422,78100000,3900000,94329000,Michael,J.,McAtee,,"Vice President, Office Manager",mjmcatee@urbanengineers.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Urban League of Essex County (ULEC),508 Central Ave.,Newark,New Jersey,07107,Essex,508 Central Ave.,Newark,New Jersey,07107,(973) 624-9535,www.ulec.org,info@ulec.org,Newark,1917,Comprehensive social services and community development organization. Developer of affordable housing and mixed use develement projects.,,Nonprofit,,,,50,6800000,,80000,Vivian,Cox,Fraser,,President & CEO,vfraser@ulec.org,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Urban League of Essex County (ULEC),508 Central Ave.,Newark,New Jersey,07107,Essex,508 Central Ave.,Newark,New Jersey,07107,(973) 624-9535,www.ulec.org,info@ulec.org,Newark,1917,Comprehensive social services and community development organization. Developer of affordable housing and mixed use develement projects.,,Nonprofit,,,,50,6800000,,80000,Patricia,,Sermon,,Chief Operating Officdr,pasermon@ulec.org,973-624-9535,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
"USA Architects, Planners + Interior Designers Ltd.",20 N. Doughty Ave.,Somerville,New Jersey,08876,Somerset,,,,,(908) 722-2300,www.usaarchitects.com,info@usaarchitects.com,,1985,"A mid-Atlantic regional architecture and interior design firm serving clients in public and private realms, including: corporate, mixed-use, government, higher education, K-12, & Building Forensics",,Private,,31,,,10887331,13504471,,Paul,R.,Swartz,,CEO,pswartz@usaarchitects.com,,
USI Insurance Services,180 Park Ave.,Florham Park,New Jersey,07932,Morris,,,,,(973) 965-3100,www.usi.com,,,2009,Insurance Broker,,Private,,,,,,53000000,,Denise,,Fiore,,SVP Employee Benefits,denise.fiore@usi.com,,
USI Insurance Services,180 Park Ave.,Florham Park,New Jersey,07932,Morris,,,,,(973) 965-3100,www.usi.com,,,2009,Insurance Broker,,Private,,,,,,53000000,,Michael,D.,Lezynski,,President - USI NJ/NY,mike.lezynski@usi.com,,
USI Insurance Services,180 Park Ave.,Florham Park,New Jersey,07932,Morris,,,,,(973) 965-3100,www.usi.com,,,2009,Insurance Broker,,Private,,,,,,53000000,,Tom,,Hourigan,,Operating Company President,tom.hourigan@usi.com,,
UTC Overseas Inc.,370 W. Passaic St.,Rochelle Park,New Jersey,07662,Bergen,370 W. Passaic St.,Rochelle Park,New Jersey,07662,(201) 270-4636,www.utcoverseas.com,Corporate@utcoverseas.com,,1989,International logistics/transportation,,Private,,24,,22,450000000,350000000,600000000,Rudy,,Steudel,,CBDO,r.steudel@utcoverseas.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
UTRS Inc.,"950 N. Kings Hwy., Suite 208",Cherry Hill,New Jersey,08034,Camden,,,,,(856) 667-6770,www.utrs.com,dzalcmann@utrs.com,,1985,"Engineering, management and information technology services",,Private,,280,,,49128036,49128036,,Steven,,George,,Exec VP of Army Operations,,,Employees Statewide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.; Revenue volume 2021 Companywide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.
UTRS Inc.,"950 N. Kings Hwy., Suite 208",Cherry Hill,New Jersey,08034,Camden,,,,,(856) 667-6770,www.utrs.com,dzalcmann@utrs.com,,1985,"Engineering, management and information technology services",,Private,,280,,,49128036,49128036,,David,R.,Zalcmann,,COO,dzalcmann@utrs.com,,Employees Statewide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.; Revenue volume 2021 Companywide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.
UTRS Inc.,"950 N. Kings Hwy., Suite 208",Cherry Hill,New Jersey,08034,Camden,,,,,(856) 667-6770,www.utrs.com,dzalcmann@utrs.com,,1985,"Engineering, management and information technology services",,Private,,280,,,49128036,49128036,,Albert,,Zalcmann,,President,azalcmann@utrs.com,,Employees Statewide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.; Revenue volume 2021 Companywide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.
UTRS Inc.,"950 N. Kings Hwy., Suite 208",Cherry Hill,New Jersey,08034,Camden,,,,,(856) 667-6770,www.utrs.com,dzalcmann@utrs.com,,1985,"Engineering, management and information technology services",,Private,,280,,,49128036,49128036,,David,,Zalcmann,,COO,dzalcmann@utrs.com,8566676770,Employees Statewide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.; Revenue volume 2021 Companywide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.
V.J. Scozzari & Sons,"84 Route 31 N., Suite 201",Pennington,New Jersey,08534,Mercer,,,,,(609) 895-1100,www.vjscozzariandsons.com,general@vjss.com,Pennington,1984,"Office, warehouse/distribution, manufacturing, education",,Private,,33,,33,0,0,,Gregory,,Scozzari,,President,,,"Universal Employees: Source: # Employees, Statewide (2023)"
V.J. Scozzari & Sons,"84 Route 31 N., Suite 201",Pennington,New Jersey,08534,Mercer,,,,,(609) 895-1100,www.vjscozzariandsons.com,general@vjss.com,Pennington,1984,"Office, warehouse/distribution, manufacturing, education",,Private,,33,,33,0,0,,Vincent,J.,Scozzari,Jr.,Vice president,,,"Universal Employees: Source: # Employees, Statewide (2023)"
The Valley Hospital,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,Bergen,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,(201) 447-8000,www.valleyhealth.com,,Ridgewood,1951,General acute care hospital,,Nonprofit,,,,2992,892723000,,973254000,Ephraim,S.,Casper,,"Chief Medical Officer, Valley-Mount Sinai Comprehensive Cancer Care",,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
The Valley Hospital,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,Bergen,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,(201) 447-8000,www.valleyhealth.com,,Ridgewood,1951,General acute care hospital,,Nonprofit,,,,2992,892723000,,973254000,Suneet,,Mittal,,"Director, Cardiac Research, Valley Health System",,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
The Valley Hospital,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,Bergen,223 N. Van Dien Ave.,Ridgewood,New Jersey,07450,(201) 447-8000,www.valleyhealth.com,,Ridgewood,1951,General acute care hospital,,Nonprofit,,,,2992,892723000,,973254000,Audrey,,Meyers,,President and CEO,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Valley National Bank,1455 Valley Road,Wayne,New Jersey,07470,Passaic,,,,,(973) 305-8800,www.valley.com,contactus@valley.com,,1927,,,Public,,,,,,,,Bob,,Bardusch,,Chief Operating Officer,,,"Company name: Valley National Bancorp announced it completed its acquisition of Bank Leumi Le-Israel Corp. - the U.S. subsidiary of Bank Leumi Le-Israel B.M. and parent company of Bank Leumi USA, effective April 1. 2022.; City: On March 1, 2022, it was announced Valley National Bank will move its headquarters to Morristown; completion of the project is slated for March 2023."
Valley National Bank,1455 Valley Road,Wayne,New Jersey,07470,Passaic,,,,,(973) 305-8800,www.valley.com,contactus@valley.com,,1927,,,Public,,,,,,,,Alan,,Eskow,,Chief Financial Officer,,,"Company name: Valley National Bancorp announced it completed its acquisition of Bank Leumi Le-Israel Corp. - the U.S. subsidiary of Bank Leumi Le-Israel B.M. and parent company of Bank Leumi USA, effective April 1. 2022.; City: On March 1, 2022, it was announced Valley National Bank will move its headquarters to Morristown; completion of the project is slated for March 2023."
Valley National Bank,1455 Valley Road,Wayne,New Jersey,07470,Passaic,,,,,(973) 305-8800,www.valley.com,contactus@valley.com,,1927,,,Public,,,,,,,,Tom,,Iadanza,,Chief Banking Officer,,,"Company name: Valley National Bancorp announced it completed its acquisition of Bank Leumi Le-Israel Corp. - the U.S. subsidiary of Bank Leumi Le-Israel B.M. and parent company of Bank Leumi USA, effective April 1. 2022.; City: On March 1, 2022, it was announced Valley National Bank will move its headquarters to Morristown; completion of the project is slated for March 2023."
Valley National Bank,1455 Valley Road,Wayne,New Jersey,07470,Passaic,,,,,(973) 305-8800,www.valley.com,contactus@valley.com,,1927,,,Public,,,,,,,,Ira,,Robbins,,President and CEO,,,"Company name: Valley National Bancorp announced it completed its acquisition of Bank Leumi Le-Israel Corp. - the U.S. subsidiary of Bank Leumi Le-Israel B.M. and parent company of Bank Leumi USA, effective April 1. 2022.; City: On March 1, 2022, it was announced Valley National Bank will move its headquarters to Morristown; completion of the project is slated for March 2023."
Valley Wellness,407 Route 202,Raritan,New Jersey,08869,Somerset,,,,,(908) 429-6680,valleywellnessnj.com,,,2018,,,,,,,,,,,,,,,,,,
Valvano Insurance Agency,16 W. Elizabeth Ave.,Linden,New Jersey,07036,Union,P.O. Box 1100,,,,(908) 862-4047,www.valvano.com,info@valvano.com,,1937,,,Private,,,,,,1800000,,Michael,J.,Varvar,,President/CEO,mikev@valvano.com,,
Van Cleef Engineering Associates LLC,32 Brower Lane,Hillsborough,New Jersey,08844,Somerset,P.O. Box 5877,,,,(908) 359-8291,www.vancleefengineering.com,headquarters@vancleefengineering.com,,1972,Consulting civil engineers and surveyors,,Private,,192,,164,32651158,30103984.51,33341588,Neil,V.,Cleef,,Owner,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Van Cleef Engineering Associates LLC,32 Brower Lane,Hillsborough,New Jersey,08844,Somerset,P.O. Box 5877,,,,(908) 359-8291,www.vancleefengineering.com,headquarters@vancleefengineering.com,,1972,Consulting civil engineers and surveyors,,Private,,192,,164,32651158,30103984.51,33341588,Neil,I.,Van Cleef,,Managing Director,nvancleef@vancleefengineering.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
"Van Duyne, Bruno & Co. PA",18 Hook Mountain Road,Pine Brook,New Jersey,07058,Morris,P.O. Box 896,,,,(973) 808-1445,www.vb-cpa.com,avanduyne@vb-cpa.com,,1946,CPA firm,,Private,,21,,25,5130890,4483088,5815226,Aaron,,Van Duyne,III,Senior Principal,avanduyne@vb-cpa.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Van Dyk's Senior Residence of Hawthorne,644 Goffle Road,Hawthorne,New Jersey,07506,Passaic,,,,,(973) 636-7000,www.vandykhealthcare.com,,,2001,,,,,,,,,,,Bob,,Van Dyk,,President and CEO,,,
Van Note-Harvey Associates Inc.,103 College Road E.,Princeton,New Jersey,08540,Mercer,,,,,(609) 987-2323,www.vannoteharvey.com,vnha@vannoteharvey.com,,1894,"Site/civil/utility engineering, land planning, environmental consulting, regulatory compliance, land surveying and 3D laser scanning services.",,Private,,56,,,10313434,10830000,,Donald,E.,Fetzer,,President,dfetzer@vannoteharvey.com,,
Van Note-Harvey Associates Inc.,103 College Road E.,Princeton,New Jersey,08540,Mercer,,,,,(609) 987-2323,www.vannoteharvey.com,vnha@vannoteharvey.com,,1894,"Site/civil/utility engineering, land planning, environmental consulting, regulatory compliance, land surveying and 3D laser scanning services.",,Private,,56,,,10313434,10830000,,Ralph,,Petrella,Jr.,Executive vice president,ralphpetrella@vannoteharvey.com,,
Van Note-Harvey Associates Inc.,103 College Road E.,Princeton,New Jersey,08540,Mercer,,,,,(609) 987-2323,www.vannoteharvey.com,vnha@vannoteharvey.com,,1894,"Site/civil/utility engineering, land planning, environmental consulting, regulatory compliance, land surveying and 3D laser scanning services.",,Private,,56,,,10313434,10830000,,Richard,K.,Wizeman,,Executive vice president,rwizeman@vannoteharvey.com,,
Veolia North America,1 Eden Lane,Flanders,New Jersey,07836,Morris,,,,,(973) 347-7111,www.veolianorthamerica.com,,,1853,Hazardous and non-hazardous waste services,,Public,,,,,,2000000000,,Kevin,,Anderson,,General Manager,kevin.anderson2@veolia.com,,City: Second location in Middlesex
Verdantas,57 4th St.,Somerville,New Jersey,08876,Somerset,,,,,(908) 218-0066,www.verdantas.com,consult@verdantas.com,,1986,Environmental and engineering consulting experts who are committed to a people-focused future.,,Private,,,,33,,,,Gerry,M.,Solantai,,CEO,,,"Company name: On Jan. 12, 2023, Verdantas announced that it acquired Borton-Lawson (along with its subsidiary, Precise Visual Technologies, ""PVT""), a provider of engineering, science and business optimizing technology consulting services.;  Universal Employees: Source: # Employees, Statewide (2023)"
Vericon Construction Co. LLC,1063 Route 22 E.,Mountainside,New Jersey,07092,Union,1063 Route 22 E.,Mountainside,New Jersey,07092,(908) 873-0022,www.vericonbuilds.com,info@vericonbuilds.com,"Mountainside, NJ",2005,General Contracting / Construction Management,,Private,,161,,140,135939920,199348281,166341450,Charles,,DeAngelis,,CEO,,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Vericon Construction Co. LLC,1063 Route 22 E.,Mountainside,New Jersey,07092,Union,1063 Route 22 E.,Mountainside,New Jersey,07092,(908) 873-0022,www.vericonbuilds.com,info@vericonbuilds.com,"Mountainside, NJ",2005,General Contracting / Construction Management,,Private,,161,,140,135939920,199348281,166341450,Robert,,Mikell,,Senior VP,,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Vericon Construction Co. LLC,1063 Route 22 E.,Mountainside,New Jersey,07092,Union,1063 Route 22 E.,Mountainside,New Jersey,07092,(908) 873-0022,www.vericonbuilds.com,info@vericonbuilds.com,"Mountainside, NJ",2005,General Contracting / Construction Management,,Private,,161,,140,135939920,199348281,166341450,Stephen,,Mellett,,President,smellett@vericonbuilds.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Veterans Global Security LLC,3111 Route 38,Mount Laurel,New Jersey,08054,Burlington,P.O. Box 11-128,,,,,veteransglobalsecurity.com,info@veteransglobalsecurity.com,,2020,Security systems  integration and programming. IT/RPA,,Private,,,,,10000,,,Melanie,,Warren,,Owner/CEO,veteransgloballlc@gmail.com,,
Victoria Foundation,"31 Mulberry St., 5th Floor",Newark,New Jersey,07102,Essex,,,,,(973) 732-9200,www.victoriafoundation.org,info@victoriafoundation.org,,1924,,,Nonprofit,,,,,,,,Craig,,Drinkard,,Executive Officer,cdrinkard@victoriafoundation.org,,
Victoria Foundation,"31 Mulberry St., 5th Floor",Newark,New Jersey,07102,Essex,,,,,(973) 732-9200,www.victoriafoundation.org,info@victoriafoundation.org,,1924,,,Nonprofit,,,,,,,,Irene,,Cooper-Basch,,Executive officer,icb@victoriafoundation.org,,
Viking Yacht Co.,5738 Route 9,New Gretna,New Jersey,08224,Burlington,P.O. Box 308,,,,(609) 296-6000,www.vikingyachts.com,sales@vikingyachts.com,New Gretna,1964,Yacht manufacturer,Family-owned,Private,,1385,,1401,357038500,303890000,404544000,Patrick,,Healey,,"President, CEO",Phealey@vikingyachts.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
